300	0.0174
302	0.0169
304	0.0165
306	0.0160
308	0.0156
310	0.0152
312	0.0148
314	0.0144
316	0.0140
318	0.0137
320	0.0133
322	0.0130
324	0.0126
326	0.0123
328	0.0120
330	0.0117
332	0.0114
334	0.0112
336	0.0109
338	0.0106
340	0.0104
342	0.0101
344	0.0099
346	0.0096
348	0.0094
350	0.0092
352	0.0090
354	0.0088
356	0.0086
358	0.0084
360	0.0082
362	0.0080
364	0.0078
366	0.0076
368	0.0075
370	0.0073
372	0.0071
374	0.0070
376	0.0068
378	0.0067
380	0.0065
382	0.0064
384	0.0063
386	0.0061
388	0.0060
390	0.0059
392	0.0058
394	0.0056
396	0.0055
398	0.0054
400	0.0053
402	0.0052
404	0.0051
406	0.0050
408	0.0049
410	0.0048
412	0.0047
414	0.0046
416	0.0045
418	0.0044
420	0.0043
422	0.0042
424	0.0042
426	0.0041
428	0.0040
430	0.0039
432	0.0038
434	0.0038
436	0.0037
438	0.0036
440	0.0036
442	0.0035
444	0.0034
446	0.0034
448	0.0033
450	0.0033
452	0.0032
454	0.0031
456	0.0031
458	0.0030
460	0.0030
462	0.0029
464	0.0029
466	0.0028
468	0.0028
470	0.0027
472	0.0027
474	0.0026
476	0.0026
478	0.0025
480	0.0025
482	0.0024
484	0.0024
486	0.0024
488	0.0023
490	0.0023
492	0.0022
494	0.0022
496	0.0022
498	0.0021
500	0.0021
502	0.0021
504	0.0020
506	0.0020
508	0.0020
510	0.0019
512	0.0019
514	0.0019
516	0.0018
518	0.0018
520	0.0018
522	0.0018
524	0.0017
526	0.0017
528	0.0017
530	0.0017
532	0.0016
534	0.0016
536	0.0016
538	0.0016
540	0.0015
542	0.0015
544	0.0015
546	0.0015
548	0.0014
550	0.0014
552	0.0014
554	0.0014
556	0.0014
558	0.0013
560	0.0013
562	0.0013
564	0.0013
566	0.0013
568	0.0012
570	0.0012
572	0.0012
574	0.0012
576	0.0012
578	0.0012
580	0.0011
582	0.0011
584	0.0011
586	0.0011
588	0.0011
590	0.0011
592	0.0010
594	0.0010
596	0.0010
598	0.0010
600	0.0010
602	0.0010
604	0.0010
606	0.0009
608	0.0009
610	0.0009
612	0.0009
614	0.0009
616	0.0009
618	0.0009
620	0.0009
622	0.0009
624	0.0008
626	0.0008
628	0.0008
630	0.0008
632	0.0008
634	0.0008
636	0.0008
638	0.0008
640	0.0008
642	0.0007
644	0.0007
646	0.0007
648	0.0007
650	0.0007
652	0.0007
654	0.0007
656	0.0007
658	0.0007
660	0.0007
662	0.0007
664	0.0006
666	0.0006
668	0.0006
670	0.0006
672	0.0006
674	0.0006
676	0.0006
678	0.0006
680	0.0006
682	0.0006
684	0.0006
686	0.0006
688	0.0006
690	0.0006
692	0.0005
694	0.0005
696	0.0005
698	0.0005
700	0.0005
702	0.0005
704	0.0005
706	0.0005
708	0.0005
710	0.0005
712	0.0005
714	0.0005
716	0.0005
718	0.0005
720	0.0005
722	0.0005
724	0.0005
726	0.0004
728	0.0004
730	0.0004
732	0.0004
734	0.0004
736	0.0004
738	0.0004
740	0.0004
742	0.0004
744	0.0004
746	0.0004
748	0.0004
750	0.0004
752	0.0004
754	0.0004
756	0.0004
758	0.0004
760	0.0004
762	0.0004
764	0.0004
766	0.0004
768	0.0004
770	0.0003
772	0.0003
774	0.0003
776	0.0003
778	0.0003
780	0.0003
782	0.0003
784	0.0003
786	0.0003
788	0.0003
790	0.0003
792	0.0003
794	0.0003
796	0.0003
798	0.0003
800	0.0003
