380.0	0.01137
382.5	0.01044
385.0	0.00941
387.5	0.00917
390.0	0.00851
392.5	0.00829
395.0	0.00813
397.5	0.00775
400.0	0.00663
402.5	0.00579
405.0	0.00530
407.5	0.00503
410.0	0.00473
412.5	0.00452
415.0	0.00444
417.5	0.00442
420.0	0.00454
422.5	0.00474
425.0	0.00478
427.5	0.00482
430.0	0.00495
432.5	0.00504
435.0	0.00530
437.5	0.00580
440.0	0.00635
442.5	0.00696
445.0	0.00751
447.5	0.00830
450.0	0.00922
452.5	0.00969
455.0	0.00962
457.5	0.00957
460.0	0.00979
462.5	0.01005
465.0	0.01011
467.5	0.01020
470.0	0.01060
472.5	0.01090
475.0	0.01140
477.5	0.01210
480.0	0.01270
482.5	0.01310
485.0	0.01360
487.5	0.01440
490.0	0.01500
492.5	0.01620
495.0	0.01730
497.5	0.01910
500.0	0.02040
502.5	0.02280
505.0	0.02560
507.5	0.02800
510.0	0.03250
512.5	0.03720
515.0	0.03960
517.5	0.03990
520.0	0.04090
522.5	0.04160
525.0	0.04170
527.5	0.04280
530.0	0.04340
532.5	0.04470
535.0	0.04520
537.5	0.04660
540.0	0.04740
542.5	0.04890
545.0	0.05110
547.5	0.05370
550.0	0.05650
552.5	0.05930
555.0	0.05960
557.5	0.06060
560.0	0.06190
562.5	0.06400
565.0	0.06420
567.5	0.06720
570.0	0.06950
572.5	0.07330
575.0	0.07720
577.5	0.08360
580.0	0.08960
582.5	0.09890
585.0	0.11000
587.5	0.12200
590.0	0.13510
592.5	0.15160
595.0	0.16720
597.5	0.19250
600.0	0.22240
602.5	0.24700
605.0	0.25770
607.5	0.26290
610.0	0.26440
612.5	0.26650
615.0	0.26780
617.5	0.27070
620.0	0.27550
622.5	0.28100
625.0	0.28340
627.5	0.29040
630.0	0.29160
632.5	0.29950
635.0	0.30120
637.5	0.30770
640.0	0.31080
642.5	0.32200
645.0	0.32500
647.5	0.33500
650.0	0.34000
652.5	0.35800
655.0	0.37100
657.5	0.39300
660.0	0.41000
662.5	0.42400
665.0	0.42900
667.5	0.43600
670.0	0.43900
672.5	0.44800
675.0	0.44800
677.5	0.46100
680.0	0.46500
682.5	0.47800
685.0	0.48600
687.5	0.50200
690.0	0.51600
692.5	0.53800
